slug,name,website_url,archive_url,ref_title,ref_authors,ref_year
arizona_adgm_1631737870102_221,"Geologic Map of the Chief Butte 7.5' Quadrangle, Southeastern Pinal County, Arizona, v. 2",http://hdl.handle.net/10150/630919,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1631737870102-221/ChiefButte-simple.zip,"Geologic Map of the Chief Butte 7.5' Quadrangle, Southeastern Pinal County, Arizona, v. 2","Spencer, Jon E.; Richard, Stephen M.; Youberg, Ann; Ferguson, Charles A.; Orr, Tim R.",2021
arizona_adgm_1631737870102_221,"Geologic Map of the Chief Butte 7.5' Quadrangle, Southeastern Pinal County, Arizona, v. 2",http://hdl.handle.net/10150/630919,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1631737870102-221/ncgmp09.zip,"Geologic Map of the Chief Butte 7.5' Quadrangle, Southeastern Pinal County, Arizona, v. 2","Spencer, Jon E.; Richard, Stephen M.; Youberg, Ann; Ferguson, Charles A.; Orr, Tim R.",2021
arizona_adgm_1633019975159_680,"Geologic Map of the Corona de Tucson 7.5' Quadrangle, Pima County, Arizona v.2",http://hdl.handle.net/10150/629610,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1633019975159-680/Corona_de_Tucson-open.zip,"Geologic Map of the Corona de Tucson 7.5' Quadrangle, Pima County, Arizona v.2","Johnson, B.J.; Pearthree, P.A.; Ferguson, C.A.",2021
arizona_adgm_1633019975159_680,"Geologic Map of the Corona de Tucson 7.5' Quadrangle, Pima County, Arizona v.2",http://hdl.handle.net/10150/629610,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1633019975159-680/Corona_de_Tucson-simple.zip,"Geologic Map of the Corona de Tucson 7.5' Quadrangle, Pima County, Arizona v.2","Johnson, B.J.; Pearthree, P.A.; Ferguson, C.A.",2021
arizona_adgm_1633019975159_680,"Geologic Map of the Corona de Tucson 7.5' Quadrangle, Pima County, Arizona v.2",http://hdl.handle.net/10150/629610,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1633019975159-680/ncgmp09.zip,"Geologic Map of the Corona de Tucson 7.5' Quadrangle, Pima County, Arizona v.2","Johnson, B.J.; Pearthree, P.A.; Ferguson, C.A.",2021
arizona_adgm_1613427721899_464,"Geologic map of the Cunningham Mountain Quadrangle, La Paz County, Arizona",http://hdl.handle.net/10150/656726,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1613427721899-464/CunninghamMtn.zip,"Geologic map of the Cunningham Mountain Quadrangle, La Paz County, Arizona",Bradford J. Johnson; Charles A. Ferguson; Philip A. Pearthree; Carson A. Richardson,2021
arizona_adgm_1613427721899_464,"Geologic map of the Cunningham Mountain Quadrangle, La Paz County, Arizona",http://hdl.handle.net/10150/656726,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1613427721899-464/simple.zip,"Geologic map of the Cunningham Mountain Quadrangle, La Paz County, Arizona",Bradford J. Johnson; Charles A. Ferguson; Philip A. Pearthree; Carson A. Richardson,2021
arizona_adgm_1613427721899_464,"Geologic map of the Cunningham Mountain Quadrangle, La Paz County, Arizona",http://hdl.handle.net/10150/656726,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1613427721899-464/ncgmp09.zip,"Geologic map of the Cunningham Mountain Quadrangle, La Paz County, Arizona",Bradford J. Johnson; Charles A. Ferguson; Philip A. Pearthree; Carson A. Richardson,2021
arizona_adgm_1631824229024_815,"Geologic Map of the Dolan Springs 7.5' Quadrangle, Mohave County, Arizona v.2",http://hdl.handle.net/10150/629607,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1631824229024-815/DolanSprings-open.zip,"Geologic Map of the Dolan Springs 7.5' Quadrangle, Mohave County, Arizona v.2","Pearthree, P.A.; Ferguson, C.A.; Spencer, J.E.",2021
arizona_adgm_1631824229024_815,"Geologic Map of the Dolan Springs 7.5' Quadrangle, Mohave County, Arizona v.2",http://hdl.handle.net/10150/629607,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1631824229024-815/DolanSprings-simple.zip,"Geologic Map of the Dolan Springs 7.5' Quadrangle, Mohave County, Arizona v.2","Pearthree, P.A.; Ferguson, C.A.; Spencer, J.E.",2021
arizona_adgm_1631824229024_815,"Geologic Map of the Dolan Springs 7.5' Quadrangle, Mohave County, Arizona v.2",http://hdl.handle.net/10150/629607,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1631824229024-815/ncgmp09.zip,"Geologic Map of the Dolan Springs 7.5' Quadrangle, Mohave County, Arizona v.2","Pearthree, P.A.; Ferguson, C.A.; Spencer, J.E.",2021
arizona_adgm_1633020370029_455,"Geologic Map of the Dome Rock Mountains SW 7.5' Quadrangle, La Paz County, Arizona v.2",http://hdl.handle.net/10150/629590,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1633020370029-455/DomeRock_ncgmp09-open.zip,"Geologic Map of the Dome Rock Mountains SW 7.5' Quadrangle, La Paz County, Arizona v.2","Spencer, J.E.; Pearthree, P.A.; Gootee, B.F.; Tosdal, R.M.",2021
arizona_adgm_1633020370029_455,"Geologic Map of the Dome Rock Mountains SW 7.5' Quadrangle, La Paz County, Arizona v.2",http://hdl.handle.net/10150/629590,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1633020370029-455/DomeRock_ncgmp09-simple.zip,"Geologic Map of the Dome Rock Mountains SW 7.5' Quadrangle, La Paz County, Arizona v.2","Spencer, J.E.; Pearthree, P.A.; Gootee, B.F.; Tosdal, R.M.",2021
arizona_adgm_1633020370029_455,"Geologic Map of the Dome Rock Mountains SW 7.5' Quadrangle, La Paz County, Arizona v.2",http://hdl.handle.net/10150/629590,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1633020370029-455/ncgmp09.zip,"Geologic Map of the Dome Rock Mountains SW 7.5' Quadrangle, La Paz County, Arizona v.2","Spencer, J.E.; Pearthree, P.A.; Gootee, B.F.; Tosdal, R.M.",2021
arizona_adgm_1631735559913_935,"Geologic Map of the Durham Hills 7.5' Quadrangle, Pinal County, Arizona, v. 2",http://hdl.handle.net/10150/630922,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1631735559913-935/DurhamHills-open.zip,"Geologic Map of the Durham Hills 7.5' Quadrangle, Pinal County, Arizona, v. 2","Richard, Stephen M.; Youberg, Ann; Spencer, Jon E.; Ferguson, Charles A.",2021
arizona_adgm_1631735559913_935,"Geologic Map of the Durham Hills 7.5' Quadrangle, Pinal County, Arizona, v. 2",http://hdl.handle.net/10150/630922,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1631735559913-935/DurhamHills-simple.zip,"Geologic Map of the Durham Hills 7.5' Quadrangle, Pinal County, Arizona, v. 2","Richard, Stephen M.; Youberg, Ann; Spencer, Jon E.; Ferguson, Charles A.",2021
arizona_adgm_1631735559913_935,"Geologic Map of the Durham Hills 7.5' Quadrangle, Pinal County, Arizona, v. 2",http://hdl.handle.net/10150/630922,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1631735559913-935/ncgmp09.zip,"Geologic Map of the Durham Hills 7.5' Quadrangle, Pinal County, Arizona, v. 2","Richard, Stephen M.; Youberg, Ann; Spencer, Jon E.; Ferguson, Charles A.",2021
arizona_adgm_1613072931577_3,"Geologic map of the Flores 7 1⁄2' Quadrangle, Yavapai County, Arizona",http://hdl.handle.net/10150/652888,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1613072931577-3/Flores.zip,"Geologic map of the Flores 7 1⁄2' Quadrangle, Yavapai County, Arizona",Joseph P. Cook; Brian F. Gootee,2021
arizona_adgm_1613072931577_3,"Geologic map of the Flores 7 1⁄2' Quadrangle, Yavapai County, Arizona",http://hdl.handle.net/10150/652888,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1613072931577-3/simple.zip,"Geologic map of the Flores 7 1⁄2' Quadrangle, Yavapai County, Arizona",Joseph P. Cook; Brian F. Gootee,2021
arizona_adgm_1613072931577_3,"Geologic map of the Flores 7 1⁄2' Quadrangle, Yavapai County, Arizona",http://hdl.handle.net/10150/652888,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1613072931577-3/ncgmp09.zip,"Geologic map of the Flores 7 1⁄2' Quadrangle, Yavapai County, Arizona",Joseph P. Cook; Brian F. Gootee,2021
arizona_adgm_1631570548804_163,"Geologic Map of the Galleta Flat West 7.5' Quadrangle, Pima and Cochise Counties, Arizona, v. 2.0",http://hdl.handle.net/10150/630863,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1631570548804-163/GalletaFlatWest_Ncgmp09-open.zip,"Geologic Map of the Galleta Flat West 7.5' Quadrangle, Pima and Cochise Counties, Arizona, v. 2.0","Skotnicki, S.J.; Siddoway, H. C.",2021
arizona_adgm_1631570548804_163,"Geologic Map of the Galleta Flat West 7.5' Quadrangle, Pima and Cochise Counties, Arizona, v. 2.0",http://hdl.handle.net/10150/630863,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1631570548804-163/GalletaFlatWest_Ncgmp09-simple.zip,"Geologic Map of the Galleta Flat West 7.5' Quadrangle, Pima and Cochise Counties, Arizona, v. 2.0","Skotnicki, S.J.; Siddoway, H. C.",2021
arizona_adgm_1631570548804_163,"Geologic Map of the Galleta Flat West 7.5' Quadrangle, Pima and Cochise Counties, Arizona, v. 2.0",http://hdl.handle.net/10150/630863,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1631570548804-163/ncgmp09.zip,"Geologic Map of the Galleta Flat West 7.5' Quadrangle, Pima and Cochise Counties, Arizona, v. 2.0","Skotnicki, S.J.; Siddoway, H. C.",2021
arizona_adgm_1632941003617_613,"Geologic map of the Kingman 7.5' Quadrangle, Mohave County, Arizona v.2",http://hdl.handle.net/10150/629272,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1632941003617-613/Kingman_ncgmp09-open.zip,"Geologic map of the Kingman 7.5' Quadrangle, Mohave County, Arizona v.2","Ferguson, C.A.; Cook J.P.",2021
arizona_adgm_1632941003617_613,"Geologic map of the Kingman 7.5' Quadrangle, Mohave County, Arizona v.2",http://hdl.handle.net/10150/629272,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1632941003617-613/Kingman_ncgmp09-simple.zip,"Geologic map of the Kingman 7.5' Quadrangle, Mohave County, Arizona v.2","Ferguson, C.A.; Cook J.P.",2021
arizona_adgm_1632941003617_613,"Geologic map of the Kingman 7.5' Quadrangle, Mohave County, Arizona v.2",http://hdl.handle.net/10150/629272,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1632941003617-613/ncgmp09.zip,"Geologic map of the Kingman 7.5' Quadrangle, Mohave County, Arizona v.2","Ferguson, C.A.; Cook J.P.",2021
arizona_adgm_1632944200265_475,"Geologic map of the Kingman NW 7.5' Quadrangle, Mohave County, Arizona v.2",http://hdl.handle.net/10150/629585,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1632944200265-475/KingmanNW_ncgmp09-open.zip,"Geologic map of the Kingman NW 7.5' Quadrangle, Mohave County, Arizona v.2","Ferguson, C.A.; Cook, J.P.",2021
arizona_adgm_1632944200265_475,"Geologic map of the Kingman NW 7.5' Quadrangle, Mohave County, Arizona v.2",http://hdl.handle.net/10150/629585,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1632944200265-475/KingmanNW_ncgmp09-simple.zip,"Geologic map of the Kingman NW 7.5' Quadrangle, Mohave County, Arizona v.2","Ferguson, C.A.; Cook, J.P.",2021
arizona_adgm_1632944200265_475,"Geologic map of the Kingman NW 7.5' Quadrangle, Mohave County, Arizona v.2",http://hdl.handle.net/10150/629585,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1632944200265-475/ncgmp09.zip,"Geologic map of the Kingman NW 7.5' Quadrangle, Mohave County, Arizona v.2","Ferguson, C.A.; Cook, J.P.",2021
arizona_adgm_1631730661048_389,"Geologic Map of the Mescal 7.5' Quadrangle, Pima and Cochise Counties, Arizona, v. 2.0",http://hdl.handle.net/10150/630865,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1631730661048-389/Mescal-open.zip,"Geologic Map of the Mescal 7.5' Quadrangle, Pima and Cochise Counties, Arizona, v. 2.0","Skotnicki, S.J.",2021
arizona_adgm_1631730661048_389,"Geologic Map of the Mescal 7.5' Quadrangle, Pima and Cochise Counties, Arizona, v. 2.0",http://hdl.handle.net/10150/630865,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1631730661048-389/Mescal-simple.zip,"Geologic Map of the Mescal 7.5' Quadrangle, Pima and Cochise Counties, Arizona, v. 2.0","Skotnicki, S.J.",2021
arizona_adgm_1631730661048_389,"Geologic Map of the Mescal 7.5' Quadrangle, Pima and Cochise Counties, Arizona, v. 2.0",http://hdl.handle.net/10150/630865,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1631730661048-389/ncgmp09.zip,"Geologic Map of the Mescal 7.5' Quadrangle, Pima and Cochise Counties, Arizona, v. 2.0","Skotnicki, S.J.",2021
arizona_adgm_1612823173163_789,"Geologic Map of the northwestern Flagstaff area, Coconino County, Arizona",http://hdl.handle.net/10150/651296,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1612823173163-789/NW_Flagstaff.zip,"Geologic Map of the northwestern Flagstaff area, Coconino County, Arizona",Ann M. Youberg; Jeri Y. Ben-Horin,2021
arizona_adgm_1612823173163_789,"Geologic Map of the northwestern Flagstaff area, Coconino County, Arizona",http://hdl.handle.net/10150/651296,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1612823173163-789/simple.zip,"Geologic Map of the northwestern Flagstaff area, Coconino County, Arizona",Ann M. Youberg; Jeri Y. Ben-Horin,2021
arizona_adgm_1612823173163_789,"Geologic Map of the northwestern Flagstaff area, Coconino County, Arizona",http://hdl.handle.net/10150/651296,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1612823173163-789/ncgmp09.zip,"Geologic Map of the northwestern Flagstaff area, Coconino County, Arizona",Ann M. Youberg; Jeri Y. Ben-Horin,2021
arizona_adgm_1631826535451_560,"Geologic map of the Prescott Valley North 7.5' Quadrangle, Yavapai County, Arizona v.2",http://hdl.handle.net/10150/630682,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1631826535451-560/PrescottValleyNorth_ncgmp09-open.zip,"Geologic map of the Prescott Valley North 7.5' Quadrangle, Yavapai County, Arizona v.2","Youberg, A.; Spencer, J.E.; Cook, J.P.",2021
arizona_adgm_1631826535451_560,"Geologic map of the Prescott Valley North 7.5' Quadrangle, Yavapai County, Arizona v.2",http://hdl.handle.net/10150/630682,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1631826535451-560/PrescottValleyNorth_ncgmp09-simple.zip,"Geologic map of the Prescott Valley North 7.5' Quadrangle, Yavapai County, Arizona v.2","Youberg, A.; Spencer, J.E.; Cook, J.P.",2021
arizona_adgm_1631826535451_560,"Geologic map of the Prescott Valley North 7.5' Quadrangle, Yavapai County, Arizona v.2",http://hdl.handle.net/10150/630682,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1631826535451-560/ncgmp09.zip,"Geologic map of the Prescott Valley North 7.5' Quadrangle, Yavapai County, Arizona v.2","Youberg, A.; Spencer, J.E.; Cook, J.P.",2021
arizona_adgm_1631829438819_69,"Geologic Map of the Prescott Valley South 7.5' Quadrangle, Yavapai County, Arizona v.2",http://hdl.handle.net/10150/629463,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1631829438819-69/PrescottValleySouth_ncgmp09-open.zip,"Geologic Map of the Prescott Valley South 7.5' Quadrangle, Yavapai County, Arizona v.2","Johnson, B.J.; Cook, J.P.; Pearthree, P.A.",2021
arizona_adgm_1631829438819_69,"Geologic Map of the Prescott Valley South 7.5' Quadrangle, Yavapai County, Arizona v.2",http://hdl.handle.net/10150/629463,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1631829438819-69/PrescottValleySouth_ncgmp09-simple.zip,"Geologic Map of the Prescott Valley South 7.5' Quadrangle, Yavapai County, Arizona v.2","Johnson, B.J.; Cook, J.P.; Pearthree, P.A.",2021
arizona_adgm_1631829438819_69,"Geologic Map of the Prescott Valley South 7.5' Quadrangle, Yavapai County, Arizona v.2",http://hdl.handle.net/10150/629463,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1631829438819-69/ncgmp09.zip,"Geologic Map of the Prescott Valley South 7.5' Quadrangle, Yavapai County, Arizona v.2","Johnson, B.J.; Cook, J.P.; Pearthree, P.A.",2021
arizona_adgm_1631828419153_75,"Geologic Map of the Sullivan Buttes 7.5"" Quadrangle, Yavapai County, Arizona v.2",http://hdl.handle.net/10150/629316,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1631828419153-75/SullivanButte_ncgmp09-open.zip,"Geologic Map of the Sullivan Buttes 7.5"" Quadrangle, Yavapai County, Arizona v.2","Ferguson, C.A.; Pearthree, P.A.",2021
arizona_adgm_1631828419153_75,"Geologic Map of the Sullivan Buttes 7.5"" Quadrangle, Yavapai County, Arizona v.2",http://hdl.handle.net/10150/629316,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1631828419153-75/SullivanButte_ncgmp09-simple.zip,"Geologic Map of the Sullivan Buttes 7.5"" Quadrangle, Yavapai County, Arizona v.2","Ferguson, C.A.; Pearthree, P.A.",2021
arizona_adgm_1631828419153_75,"Geologic Map of the Sullivan Buttes 7.5"" Quadrangle, Yavapai County, Arizona v.2",http://hdl.handle.net/10150/629316,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1631828419153-75/ncgmp09.zip,"Geologic Map of the Sullivan Buttes 7.5"" Quadrangle, Yavapai County, Arizona v.2","Ferguson, C.A.; Pearthree, P.A.",2021
arizona_adgm_1637285067628_964,"Geologic Map of the Tortolita Mountains, Pinal and Pima Counties, Arizona, v.2",http://hdl.handle.net/10150/630962,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1637285067628-964/TortolitaMountains_ncgmp09-open.zip,"Geologic Map of the Tortolita Mountains, Pinal and Pima Counties, Arizona, v.2","Ferguson, C.A.; Johnson, B.J.; Skotnicki, J. S.; Maher, J.D.; Spencer, J.E.; Gilbert, W.G.; Richard, S.M.; Youberg, A.; Demsey, K.A.; House, P.K.",2021
arizona_adgm_1637285067628_964,"Geologic Map of the Tortolita Mountains, Pinal and Pima Counties, Arizona, v.2",http://hdl.handle.net/10150/630962,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1637285067628-964/TortolitaMountains_ncgmp09-simple.zip,"Geologic Map of the Tortolita Mountains, Pinal and Pima Counties, Arizona, v.2","Ferguson, C.A.; Johnson, B.J.; Skotnicki, J. S.; Maher, J.D.; Spencer, J.E.; Gilbert, W.G.; Richard, S.M.; Youberg, A.; Demsey, K.A.; House, P.K.",2021
arizona_adgm_1637285067628_964,"Geologic Map of the Tortolita Mountains, Pinal and Pima Counties, Arizona, v.2",http://hdl.handle.net/10150/630962,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1637285067628-964/ncgmp09.zip,"Geologic Map of the Tortolita Mountains, Pinal and Pima Counties, Arizona, v.2","Ferguson, C.A.; Johnson, B.J.; Skotnicki, J. S.; Maher, J.D.; Spencer, J.E.; Gilbert, W.G.; Richard, S.M.; Youberg, A.; Demsey, K.A.; House, P.K.",2021
arizona_adgm_1613165256156_209,"Geologic Map of the Trigo Pass 7 ½ ’ Quadrangle, La Paz County, Arizona",http://hdl.handle.net/10150/656298,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1613165256156-209/TrigoPass.zip,"Geologic Map of the Trigo Pass 7 ½ ’ Quadrangle, La Paz County, Arizona",Charles A. Ferguson; Philip A. Pearthree,2021
arizona_adgm_1613165256156_209,"Geologic Map of the Trigo Pass 7 ½ ’ Quadrangle, La Paz County, Arizona",http://hdl.handle.net/10150/656298,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1613165256156-209/simple.zip,"Geologic Map of the Trigo Pass 7 ½ ’ Quadrangle, La Paz County, Arizona",Charles A. Ferguson; Philip A. Pearthree,2021
arizona_adgm_1613165256156_209,"Geologic Map of the Trigo Pass 7 ½ ’ Quadrangle, La Paz County, Arizona",http://hdl.handle.net/10150/656298,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1613165256156-209/ncgmp09.zip,"Geologic Map of the Trigo Pass 7 ½ ’ Quadrangle, La Paz County, Arizona",Charles A. Ferguson; Philip A. Pearthree,2021
arizona_adgm_1612887801851_532,"Geologic map of the Vulture Peak 7.5' Quadrangle, Maricopa County, Arizona",http://hdl.handle.net/10150/651886,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1612887801851-532/VulturePeak.zip,"Geologic map of the Vulture Peak 7.5' Quadrangle, Maricopa County, Arizona",Joseph P. Cook; Brian F. Gootee; Michael J. Grubensky,2021
arizona_adgm_1612887801851_532,"Geologic map of the Vulture Peak 7.5' Quadrangle, Maricopa County, Arizona",http://hdl.handle.net/10150/651886,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1612887801851-532/simple.zip,"Geologic map of the Vulture Peak 7.5' Quadrangle, Maricopa County, Arizona",Joseph P. Cook; Brian F. Gootee; Michael J. Grubensky,2021
arizona_adgm_1612887801851_532,"Geologic map of the Vulture Peak 7.5' Quadrangle, Maricopa County, Arizona",http://hdl.handle.net/10150/651886,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1612887801851-532/ncgmp09.zip,"Geologic map of the Vulture Peak 7.5' Quadrangle, Maricopa County, Arizona",Joseph P. Cook; Brian F. Gootee; Michael J. Grubensky,2021
arizona_adgm_1612998334677_431,"Geologic Map of the Wickenburg 7.5' Quadrangle, Maricopa and Yavapai County, Arizona",http://hdl.handle.net/10150/652283,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1612998334677-431/Wickenburg.zip,"Geologic Map of the Wickenburg 7.5' Quadrangle, Maricopa and Yavapai County, Arizona",Brian F. Gootee; Joseph P. Cook; Stephen J. Reynolds; Michael J. Grubensky; James A. Stimac,2021
arizona_adgm_1612998334677_431,"Geologic Map of the Wickenburg 7.5' Quadrangle, Maricopa and Yavapai County, Arizona",http://hdl.handle.net/10150/652283,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1612998334677-431/simple.zip,"Geologic Map of the Wickenburg 7.5' Quadrangle, Maricopa and Yavapai County, Arizona",Brian F. Gootee; Joseph P. Cook; Stephen J. Reynolds; Michael J. Grubensky; James A. Stimac,2021
arizona_adgm_1612998334677_431,"Geologic Map of the Wickenburg 7.5' Quadrangle, Maricopa and Yavapai County, Arizona",http://hdl.handle.net/10150/652283,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1612998334677-431/ncgmp09.zip,"Geologic Map of the Wickenburg 7.5' Quadrangle, Maricopa and Yavapai County, Arizona",Brian F. Gootee; Joseph P. Cook; Stephen J. Reynolds; Michael J. Grubensky; James A. Stimac,2021
arizona_adgm_1631825261147_687,"Geologic Map of the Wineglass Ranch 7.5' Quadrangle, Yavapai County, Arizona v.2",http://hdl.handle.net/10150/629618,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1631825261147-687/WineglassRanch_ncgmp09-open.zip,"Geologic Map of the Wineglass Ranch 7.5' Quadrangle, Yavapai County, Arizona v.2","Pearthree, P.A.; Ferguson, C.A.",2021
arizona_adgm_1631825261147_687,"Geologic Map of the Wineglass Ranch 7.5' Quadrangle, Yavapai County, Arizona v.2",http://hdl.handle.net/10150/629618,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1631825261147-687/WineglassRanch_ncgmp09-simple.zip,"Geologic Map of the Wineglass Ranch 7.5' Quadrangle, Yavapai County, Arizona v.2","Pearthree, P.A.; Ferguson, C.A.",2021
arizona_adgm_1631825261147_687,"Geologic Map of the Wineglass Ranch 7.5' Quadrangle, Yavapai County, Arizona v.2",http://hdl.handle.net/10150/629618,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1631825261147-687/ncgmp09.zip,"Geologic Map of the Wineglass Ranch 7.5' Quadrangle, Yavapai County, Arizona v.2","Pearthree, P.A.; Ferguson, C.A.",2021
arizona_adgm_1637285461052_568,"Geologic map of the Wintersburg 7.5' Quadrangle and parts of the Arlington, Gillespie, and Tonopah Quadrangles, Maricopa County, Arizona v.3",http://hdl.handle.net/10150/629377,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1637285461052-568/WintersburgArea_ncgmp09-open.zip,"Geologic map of the Wintersburg 7.5' Quadrangle and parts of the Arlington, Gillespie, and Tonopah Quadrangles, Maricopa County, Arizona v.3","Pearthree, P.A.; Ferguson, C.A.; Harris, R.C.; Cook, J.P.",2021
arizona_adgm_1637285461052_568,"Geologic map of the Wintersburg 7.5' Quadrangle and parts of the Arlington, Gillespie, and Tonopah Quadrangles, Maricopa County, Arizona v.3",http://hdl.handle.net/10150/629377,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1637285461052-568/WintersburgArea_ncgmp09-simple.zip,"Geologic map of the Wintersburg 7.5' Quadrangle and parts of the Arlington, Gillespie, and Tonopah Quadrangles, Maricopa County, Arizona v.3","Pearthree, P.A.; Ferguson, C.A.; Harris, R.C.; Cook, J.P.",2021
arizona_adgm_1637285461052_568,"Geologic map of the Wintersburg 7.5' Quadrangle and parts of the Arlington, Gillespie, and Tonopah Quadrangles, Maricopa County, Arizona v.3",http://hdl.handle.net/10150/629377,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1637285461052-568/ncgmp09.zip,"Geologic map of the Wintersburg 7.5' Quadrangle and parts of the Arlington, Gillespie, and Tonopah Quadrangles, Maricopa County, Arizona v.3","Pearthree, P.A.; Ferguson, C.A.; Harris, R.C.; Cook, J.P.",2021
arizona_adgm_1671642687959_528,"Geological Map of the Antelope Peak NE 7.5’ Quadrangle and the southern 2/3rd of the Maricopa 7.5’ Quadrangle, Pinal County, Arizona, v 2.0",http://hdl.handle.net/10150/630973,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1671642687959-528/AntelopePeak_Maricopa.gpkg,"Geological Map of the Antelope Peak NE 7.5’ Quadrangle and the southern 2/3rd of the Maricopa 7.5’ Quadrangle, Pinal County, Arizona, v 2.0","Pearthree, Philip A.; Ferguson, Charles A.; Mahan, M.K.; Clark, R.J.",2020
arizona_adgm_1599756428556_262,"Geologic Map of Parts of the Lukeville, Diaz Peak, South of Lukeville and Blankenship Wells 7.5' Quadrangles, Organ Pipe Cactus National Monument, Pima County, Arizona v 2.0",http://hdl.handle.net/10150/630661,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599756428556-262/Lukeville.gpkg,"Geologic Map of Parts of the Lukeville, Diaz Peak, South of Lukeville and Blankenship Wells 7.5' Quadrangles, Organ Pipe Cactus National Monument, Pima County, Arizona v 2.0","Youberg, A; Pearthree, P.A.",2020
arizona_adgm_1599756428556_262,"Geologic Map of Parts of the Lukeville, Diaz Peak, South of Lukeville and Blankenship Wells 7.5' Quadrangles, Organ Pipe Cactus National Monument, Pima County, Arizona v 2.0",http://hdl.handle.net/10150/630661,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599756428556-262/simple.zip,"Geologic Map of Parts of the Lukeville, Diaz Peak, South of Lukeville and Blankenship Wells 7.5' Quadrangles, Organ Pipe Cactus National Monument, Pima County, Arizona v 2.0","Youberg, A; Pearthree, P.A.",2020
arizona_adgm_1599756428556_262,"Geologic Map of Parts of the Lukeville, Diaz Peak, South of Lukeville and Blankenship Wells 7.5' Quadrangles, Organ Pipe Cactus National Monument, Pima County, Arizona v 2.0",http://hdl.handle.net/10150/630661,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599756428556-262/ncgmp09.zip,"Geologic Map of Parts of the Lukeville, Diaz Peak, South of Lukeville and Blankenship Wells 7.5' Quadrangles, Organ Pipe Cactus National Monument, Pima County, Arizona v 2.0","Youberg, A; Pearthree, P.A.",2020
